Ref,Val,Package,PosX,PosY,Rot,Side
"CN1","SMTSOM310BTR","SMTSOM310BTR",-21.590000,0.000000,0.000000,top
"CN2","SMTSOM310BTR","SMTSOM310BTR",-11.530000,0.000000,0.000000,top
"CN3","SMTSOM310BTR","SMTSOM310BTR",11.430000,0.000000,0.000000,top
"CN4","SMTSOM310BTR","SMTSOM310BTR",21.590000,0.000000,0.000000,top
