"Value","Reference","Package","LCSC Part"
"YZ00615050R-04","J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19"," -","C5157400"
"SMH1_DATA","MH1"," -","C2915635"
"SMH2_GND","MH2"," -","C2915635"
"SMH3_POWER","MH3"," -","C2915635"
"SMH4_GND","MH4"," -","C2915635"
