Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Pico_Socket_A","RaspberryPi_Pico_PinSocket_1x20_P2.54mm_Vertical",-9.000000,24.130000,0.000000,top
"J2","Pico_Socket_B","RaspberryPi_Pico_PinSocket_1x20_P2.54mm_Vertical",9.000000,24.130000,0.000000,top
