Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_0402_1005Metric",2.000000,2.500000,180.000000,top
"C2","100nF","C_0402_1005Metric",0.000000,2.500000,0.000000,top
"FB1","FerriteBead","L_0402_1005Metric",-2.000000,2.500000,0.000000,top
"GS1","+3V3","+3V3",-2.500000,3.500000,0.000000,top
"GS2","GND","GND",1.000000,3.500000,0.000000,top
"GS3","SCL","SCL",-3.500000,-2.000000,0.000000,top
"GS4","SDA","SDA",-3.500000,-0.500000,0.000000,top
